id,title,type,description,release_year,age_certification,runtime,genres,imdb_id,imdb_score
ts22280,House,SHOW,"Dr. Gregory House, a drug-addicted, unconventional, misanthropic medical genius, leads a team of diagnosticians at the fictional Princeton–Plainsboro Teaching Hospital in New Jersey.",2004,TV-14,44,"['drama', 'comedy']",tt0412142,8.7
tm472306,Shershaah,MOVIE,"Inspired by the life of Captain Vikram Batra (PVC), the film celebrates his bravery, valiant spirit and honors his invaluable sacrifice during the Kargil War of 1999, at the age of 24.",2021,,135,"['drama', 'thriller', 'romance', 'history', 'action', 'war']",tt10295212,8.7
tm471502,Sardar Udham,MOVIE,"A young Sardar Udham Singh left deeply scarred by the Jallianwala Bagh massacre, escaped into the mountains of Afghanistan, reaching London in 1933-34. Carrying an unhealed wound for 21 years, the revolutionary assassinated Michael O’Dwyer on 13th March, 1940, the man at the helm of affairs in Punjab, April 1919 to avenge the lost lives of his beloved brethren.",2021,R,163,"['drama', 'history', 'crime']",tt10280296,8.7
ts10620,Dexter,SHOW,"Dexter Morgan, a blood spatter pattern analyst for the Miami Metro Police also leads a secret life as a serial killer, hunting down criminals who have slipped through the cracks of justice.",2006,TV-MA,53,"['drama', 'thriller', 'crime']",tt0773262,8.7
ts24346,Victorian Farm,SHOW,Historical observational documentary series following a team who live the life of Victorian farmers for a year.,2009,,59,"['documentation', 'history']",tt1372211,8.7
ts281929,Invincible,SHOW,"Mark Grayson is a normal teenager except for the fact that his father is the most powerful superhero on the planet. Shortly after his seventeenth birthday, Mark begins to develop powers of his own and enters into his father’s tutelage.",2021,TV-MA,45,"['scifi', 'drama', 'fantasy', 'thriller', 'horror', 'animation', 'action']",tt6741278,8.7
tm868613,Siddhi Seere,MOVIE,An old widow decides to steal a rich saree to adorn her corpse with when she dies as she believes that it's the only way her soul can get to Kailasa.,2019,,135,['drama'],tt11091676,8.7
tm418915,A Class Apart: A Mexican American Civil Rights Story,MOVIE,"Built around the landmark 1954 legal case Hernandez v. Texas, the film interweaves the stories of its central characters with a broader story of the civil rights movement. It also brings to life the heroic post-World War II struggle of Mexican Americans fighting to dismantle the discrimination targeted against them.",2009,,60,['documentation'],tt1356396,8.7
tm824556,Zana,MOVIE,"Haunted by her long-suppressed past and pressured by family to seek treatment from mystical healers for her infertility, a Kosovar woman struggles to reconcile the expectations of motherhood with a legacy of wartime brutality.",2019,,97,"['horror', 'drama', 'thriller']",tt6463320,8.7
ts233408,Wildest Places,SHOW,"The stunning, awesome, majestic, chilling beauty and grandeur of the Antarctic and its wild creatures.",2019,,52,['documentation'],tt11703102,8.7
